Date,Dealer,Exchange1,Exchange2,Type,Quantity,Limit,CommissionPaid,Price
2018/01/26,cryptopia,BTC,DBIX,BUY,1.73428936,0.00123992,0.0000043,0.00215
2018/01/26,cryptopia,BTC,DBIX,BUY,4,0.00123992,0.00000992,0.00496
2018/01/26,cryptopia,BTC,DBIX,BUY,1.73428936,0.00123992,0.0000043,0.00215
2018/01/26,cryptopia,BTC,DBIX,BUY,0.82619605,0.00123992,0.00000205,0.001024
2018/01/26,cryptopia,BTC,DBIX,BUY,1.64743899,0.00123999,0.00000409,0.002043
2018/01/27,bittrex,BTC,XRP,SELL,238.356193,0.00010776,0.00006421,0.02568526
2018/01/27,bittrex,BTC,DOGE,BUY,39318.82581,0.00000065,0.00006389,0.02555723
2018/01/28,cryptopia,BTC,DOGE,SELL,39316.82581,0.00000064,0.00005033,0.025163
2018/01/28,cryptopia,BTC,RKC,BUY,255.7640103,0.00009799,0.00005012,0.025062
2018/02/16,bittrex,BTC,SRN,BUY,530.5915811,0.00010863,0.00014409,0.05763816
2018/02/16,cryptopia,BTC,DBIX,SELL,2,0.0007,0.0000028,0.0014
2018/02/16,cryptopia,BTC,DBIX,SELL,1.42857143,0.0007,0.000002,0.001
2018/02/16,cryptopia,BTC,DBIX,SELL,11.5784067,0.00069183,0.00001602,0.00801
2018/02/16,cryptopia,BTC,DBIX,SELL,4,0.0007,0.0000056,0.0028
2018/02/16,cryptopia,BTC,DBIX,SELL,2.28161145,0.0007015,0.0000032,0.001601
2018/02/16,cryptopia,BTC,DBIX,SELL,10.99960057,0.00070101,0.00001542,0.007711
2018/02/16,cryptopia,BTC,DBIX,SELL,26,0.000701,0.00003645,0.018226
2018/02/16,cryptopia,BTC,DBIX,SELL,1.22599491,0.00070006,0.00000172,0.000858
2018/02/16,cryptopia,BTC,DBIX,SELL,0.72,0.00070005,0.00000101,0.000504
2018/02/16,cryptopia,BTC,DBIX,SELL,4.53038586,0.0007,0.00000634,0.003171
2018/02/16,cryptopia,BTC,RKC,SELL,81.86139918,0.0000533,0.00000873,0.004363
2018/02/16,cryptopia,BTC,RKC,SELL,69.01020428,0.00005323,0.00000735,0.003673
2018/02/16,cryptopia,BTC,RKC,SELL,104.8924068,0.00005322,0.00001116,0.005582
2018/02/28,bittrex,BTC,LSK,SELL,10.12,0.00184788,0.00004675,0.01870054
2018/02/28,bittrex,BTC,SRN,BUY,307.5623901,0.0000605,0.00004651,0.01860752
