取引所,日付(JST),取引項目,通貨ペア(+),通貨ペア(-),取引量(+)原価ベース,取引額(+)BTCベース,取引額(+)JPY時価,取引額(+)JPY原価,取引量(-)原価ベース,取引額(-)BTCベース,取引額(-)JPY時価,取引額(-)JPY原価,当日BTC時価,取引手数料,手数料通貨,取引手数料(JPY)
zaif,2017/12/17,買い,ZAIF,JPY,3731.3,"","","",12723.733,"","","","","","",""
coinexchange,2017/12/17,買い,SHND,DOGE,12405504.59,"","","",1787.705598,"","","","","","",""
coinexchange,2017/12/17,買い,SHND,DOGE,52038468.67,"","","",7499.046979,"","","","","","",""
coincheck,2017/12/19,買い,ZEC,JPY,0.65807,"","","",50000,"","","","","","",""
bittrex,2017/12/20,買い,TRIG,BTC,1045.753514,"","","",0.08554262,"","","","","","",""
zaif,2017/12/20,売り,JPY,XCP,4917.6,"","","",1.2,"","","","","","",""
zaif,2017/12/20,買い,XEM,JPY,86,"","","",9030,"","","","","","",""
zaif,2017/12/20,売り,JPY,XEM,9976,"","","",86,"","","","","","",""
zaif,2017/12/20,買い,MONA,JPY,1,"","","",1872.001,"","","","","","",""
zaif,2017/12/20,買い,MONA,JPY,1,"","","",1874.001,"","","","","","",""
zaif,2017/12/20,買い,XEM,JPY,6,"","","",672,"","","","","","",""
zaif,2017/12/20,買い,MONA,JPY,1,"","","",1871.101,"","","","","","",""
zaif,2017/12/20,買い,MONA,JPY,2,"","","",3742.002,"","","","","","",""
cryptobridge,2017/12/20,売り,MONA,XP,5.155874483,"","","",343724.9655,"","","","","","",""
bittrex,2017/12/20,売り,BTC,MONA,0.08597195,"","","",97.69096,"","","","","","",""
zaif,2017/12/20,売り,JPY,XCP,4098,"","","",1,"","","","","","",""
zaif,2017/12/20,売り,JPY,ZAIF,9106.006309,"","","",3731.3,"","","","","","",""
zaif,2017/12/20,買い,XCP,JPY,2.2,"","","",9015.6,"","","","","","",""
cryptopia,2017/12/21,買い,DOGE,BTC,12170.65868,"","","",0.005233,"","","","","","",""
coinexchange,2017/12/21,売り,DOGE,SHND,5146.639144,"","","",105622350.4,"","","","","","",""
bittrex,2017/12/21,売り,BTC,DOGE,0.00231508,"","","",5144.639144,"","","","","","",""
bittrex,2017/12/21,買い,TRIG,BTC,10,"","","",0.0009566,"","","","","","",""
bittrex,2017/12/21,買い,LSK,BTC,1.07195037,"","","",0.00134717,"","","","","","",""
cryptobridge,2017/12/21,売り,MONA,XP,11.08902895,"","","",554451.4477,"","","","","","",""
cryptopia,2017/12/21,売り,BTC,SXC,0.005254,"","","",1014.355904,"","","","","","",""
cryptobridge,2017/12/21,買い,XP,MONA,342.49732,"","","",0.008562433,"","","","","","",""
cryptobridge,2017/12/21,売り,MONA,XP,46.21621622,"","","",2432432.432,"","","","","","",""
cryptobridge,2017/12/21,売り,MONA,XP,1.00E-06,"","","",0.05555,"","","","","","",""
cryptobridge,2017/12/21,売り,MONA,XP,43.32153492,"","","",2406751.94,"","","","","","",""
bittrex,2017/12/21,売り,BTC,DOGE,0.00559712,"","","",12167.65868,"","","","","","",""
bittrex,2017/12/21,買い,TRIG,BTC,56.92723528,"","","",0.00556976,"","","","","","",""
bittrex,2017/12/21,売り,BTC,LSK,0.037902,"","","",30,"","","","","","",""
bittrex,2017/12/21,買い,TRIG,BTC,396.97665,"","","",0.03771278,"","","","","","",""
coincheck,2017/12/22,買い,ETH,JPY,0.10529,"","","",10000,"","","","","","",""
coincheck,2017/12/25,買い,ZEC,JPY,0.72513,"","","",50000,"","","","","","",""
bittrex,2017/12/31,買い,ETH,BTC,0.26367515,"","","",0.01421209,"","","","","","",""
liqui,2017/12/31,買い,SRN,ETH,6.41062663,"","","",0.01009174,"","","","","","",""
bittrex,2017/12/31,売り,BTC,LSK,0.01428338,"","","",10,"","","","","","",""
bittrex,2017/12/31,売り,BTC,LSK,0.00146102,"","","",1,"","","","","","",""
bittrex,2017/12/31,買い,TRIG,BTC,3.17878288,"","","",0.00145264,"","","","","","",""
liqui,2017/12/31,買い,SRN,ETH,150.4848137,"","","",0.2368962,"","","","","","",""
coincheck,2017/12/31,買い,LSK,JPY,40.539,"","","",100000,"","","","","","",""
cryptobridge,2018/01/01,売り,DOGE,XP,39.81053472,"","","",301.59496,"","","","","","",""
bittrex,2018/01/03,買い,DOGE,BTC,83354.66733,"","","",0.04917925,"","","","","","",""
bittrex,2018/01/03,売り,BTC,LSK,0.0073208,"","","",5,"","","","","","",""
bittrex,2018/01/03,売り,BTC,TRIG,0.00123522,"","","",2.8,"","","","","","",""
bittrex,2018/01/03,買い,DOGE,BTC,13958.18102,"","","",0.00851449,"","","","","","",""
coinexchange,2018/01/03,買い,XP,DOGE,102000,"","","",13994.961,"","","","","","",""
bittrex,2018/01/03,売り,BTC,LSK,0.07795728,"","","",55.15195037,"","","","","","",""
bittrex,2018/01/03,買い,DOGE,BTC,131471.2608,"","","",0.07756804,"","","","","","",""
bittrex,2018/01/03,売り,BTC,ZEC,0.04942558,"","","",1.3732,"","","","","","",""
coinexchange,2018/01/03,買い,XP,DOGE,135956.1825,"","","",21322.67293,"","","","","","",""
coinexchange,2018/01/03,売り,DOGE,XP,38966.5115,"","","",237957.4712,"","","","","","",""
bittrex,2018/01/03,売り,BTC,DOGE,0.13947971,"","","",232466.2136,"","","","","","",""
bittrex,2018/01/03,買い,LSK,BTC,60,"","","",0.08412111,"","","","","","",""
bittrex,2018/01/03,買い,LSK,BTC,2.0592675,"","","",0.00288297,"","","","","","",""
bittrex,2018/01/03,買い,ZEC,BTC,0.44553614,"","","",0.01647859,"","","","","","",""
bittrex,2018/01/03,買い,ZEC,BTC,0.94642426,"","","",0.03530162,"","","","","","",""
bittrex,2018/01/03,売り,BTC,ZEC,0.05085805,"","","",1.3919604,"","","","","","",""
bittrex,2018/01/03,買い,TRIG,BTC,121.2776737,"","","",0.05060432,"","","","","","",""
bittrex,2018/01/03,売り,BTC,LSK,0.08495854,"","","",62.0592675,"","","","","","",""
bittrex,2018/01/03,買い,TRIG,BTC,199.2753679,"","","",0.0845346,"","","","","","",""
bittrex,2018/01/03,売り,BTC,TRIG,0.14364899,"","","",300,"","","","","","",""
bittrex,2018/01/03,買い,ZEC,BTC,1.4,"","","",0.05206877,"","","","","","",""
bittrex,2018/01/03,買い,LSK,BTC,64.67171621,"","","",0.09086376,"","","","","","",""
bittrex,2018/01/03,売り,BTC,TRIG,0.009596,"","","",20,"","","","","","",""
bittrex,2018/01/03,買い,LSK,BTC,6.79977962,"","","",0.00954865,"","","","","","",""
bittrex,2018/01/03,売り,BTC,TRIG,0.00194,"","","",4,"","","","","","",""
bittrex,2018/01/03,買い,LSK,BTC,1.37884425,"","","",0.00192555,"","","","","","",""
liqui,2018/01/04,買い,SRN,BTC,3.58441321,"","","",0.00030295,"","","","","","",""
bittrex,2018/01/04,売り,BTC,ZEC,0.0506786,"","","",1.4,"","","","","","",""
bittrex,2018/01/04,買い,ETH,BTC,2.57640687,"","","",0.16720704,"","","","","","",""
bittrex,2018/01/04,売り,BTC,ETH,0.16643588,"","","",2.57640687,"","","","","","",""
bittrex,2018/01/04,買い,ZEC,BTC,1.4,"","","",0.05026,"","","","","","",""
bittrex,2018/01/04,買い,LSK,BTC,80.38484334,"","","",0.11552587,"","","","","","",""
liqui,2018/01/04,買い,SRN,BTC,0.02711624,"","","",0.00000229,"","","","","","",""
bittrex,2018/01/04,売り,BTC,LSK,0.1173683,"","","",80.38484334,"","","","","","",""
bittrex,2018/01/04,売り,BTC,LSK,0.10093559,"","","",72.85034008,"","","","","","",""
bittrex,2018/01/04,買い,TRIG,BTC,233.9429789,"","","",0.10010186,"","","","","","",""
bittrex,2018/01/04,売り,BTC,ZEC,0.05194098,"","","",1.4,"","","","","","",""
bittrex,2018/01/04,買い,TRIG,BTC,121.6226055,"","","",0.0520046,"","","","","","",""
liqui,2018/01/04,買い,SRN,BTC,0.00020675,"","","",0.00000002,"","","","","","",""
liqui,2018/01/04,買い,SRN,BTC,1139.0224,"","","",0.09795593,"","","","","","",""
liqui,2018/01/04,買い,SRN,BTC,250.4452471,"","","",0.02144813,"","","","","","",""
liqui,2018/01/04,買い,SRN,BTC,214.236498,"","","",0.01833864,"","","","","","",""
liqui,2018/01/04,買い,SRN,BTC,297.5404415,"","","",0.02546649,"","","","","","",""
liqui,2018/01/04,買い,SRN,BTC,17.61904761,"","","",0.00150784,"","","","","","",""
bittrex,2018/01/04,売り,BTC,TRIG,0.16660504,"","","",355,"","","","","","",""
bittrex,2018/01/05,売り,BTC,TRIG,0.00378798,"","","",7,"","","","","","",""
bittrex,2018/01/05,買い,TRIG,BTC,12.67065906,"","","",0.00334505,"","","","","","",""
bittrex,2018/01/05,売り,BTC,ADA,0.00337454,"","","",59.32746262,"","","","","","",""
bittrex,2018/01/05,買い,ADA,BTC,59.32746262,"","","",0.00376907,"","","","","","",""
bittrex,2018/01/08,買い,TRIG,BTC,256.0592044,"","","",0.09394043,"","","","","","",""
bittrex,2018/01/08,売り,BTC,TRIG,0.0949125,"","","",250,"","","","","","",""
bittrex,2018/01/08,買い,LSK,BTC,44.95769499,"","","",0.09445649,"","","","","","",""
bittrex,2018/01/08,売り,BTC,LSK,0.09441115,"","","",44.95769499,"","","","","","",""
bittrex,2018/01/08,売り,BTC,LSK,0.07906442,"","","",40.339,"","","","","","",""
bittrex,2018/01/08,買い,TRIG,BTC,250.4848505,"","","",0.07866476,"","","","","","",""
coinexchange,2018/01/09,買い,SPRTS,DOGE,27215529.05,"","","",46308.54262,"","","","","","",""
coinexchange,2018/01/09,買い,SPRTS,DOGE,2725928.198,"","","",4638.299036,"","","","","","",""
bittrex,2018/01/09,売り,BTC,TRIG,0.0895425,"","","",250,"","","","","","",""
coinexchange,2018/01/09,買い,SPRTS,DOGE,1000000,"","","",1701.5485,"","","","","","",""
coinexchange,2018/01/09,買い,SPRTS,DOGE,20947848.34,"","","",35643.77991,"","","","","","",""
bittrex,2018/01/09,買い,DOGE,BTC,89995.92106,"","","",0.08909596,"","","","","","",""
coinexchange,2018/01/09,買い,SPRTS,DOGE,126.5222782,"","","",0.20248587,"","","","","","",""
coinexchange,2018/01/09,買い,SPRTS,DOGE,1000000,"","","",1701.5485,"","","","","","",""
liqui,2018/01/10,買い,SRN,BTC,351.3629886,"","","",0.06148852,"","","","","","",""
liqui,2018/01/10,買い,SRN,BTC,90.83929707,"","","",0.01589688,"","","","","","",""
coinexchange,2018/01/10,売り,BTC,DOGE,0.03436667,"","","",40492.12351,"","","","","","",""
coinexchange,2018/01/10,売り,BTC,DOGE,0.00670493,"","","",7900,"","","","","","",""
coinexchange,2018/01/10,売り,BTC,DOGE,0.0067898,"","","",8000,"","","","","","",""
coinexchange,2018/01/10,売り,BTC,DOGE,0.00254617,"","","",3000,"","","","","","",""
coinexchange,2018/01/10,売り,BTC,DOGE,0.01677349,"","","",19763.15907,"","","","","","",""
coinexchange,2018/01/10,売り,BTC,DOGE,0.01170434,"","","",13790.48982,"","","","","","",""
coinexchange,2018/01/10,売り,DOGE,SPRTS,92945.7724,"","","",52889432.1,"","","","","","",""
liqui,2018/01/12,売り,BTC,SRN,0.00356194,"","","",24.72370795,"","","","","","",""
liqui,2018/01/12,売り,BTC,SRN,0.02018245,"","","",139.6419094,"","","","","","",""
liqui,2018/01/12,売り,BTC,SRN,0.00131225,"","","",9.10843592,"","","","","","",""
liqui,2018/01/12,売り,BTC,SRN,0.00387195,"","","",26.87544779,"","","","","","",""
liqui,2018/01/12,売り,BTC,SRN,0.01122629,"","","",77.92247387,"","","","","","",""
cryptopia,2018/01/12,買い,DBIX,BTC,38.73468416,"","","",0.069734,"","","","","","",""
liqui,2018/01/12,売り,BTC,SRN,0.01255437,"","","",87.74982075,"","","","","","",""
liqui,2018/01/12,売り,BTC,SRN,0.00074773,"","","",5.19007815,"","","","","","",""
liqui,2018/01/12,売り,BTC,SRN,0.01855451,"","","",128.7881262,"","","","","","",""
coincheck,2018/01/16,買い,XRP,JPY,233.17,"","","",50000,"","","","","","",""
coincheck,2018/01/16,買い,XRP,JPY,48.799,"","","",10000,"","","","","","",""
coincheck,2018/01/16,買い,XRP,JPY,53.612,"","","",10000,"","","","","","",""
coincheck,2018/01/16,買い,XRP,JPY,59.605,"","","",10000,"","","","","","",""
coincheck,2018/01/16,買い,XRP,JPY,65.534,"","","",10000,"","","","","","",""
coincheck,2018/01/16,買い,XRP,JPY,74.707,"","","",10000,"","","","","","",""
bittrex,2018/01/23,売り,USDT,ZEC,3.632,"","","",0.008,"","","","","","",""
bittrex,2018/01/24,買い,XRP,USDT,3.079193,"","","",4.14459377,"","","","","","",""
bittrex,2018/01/26,買い,DOGE,BTC,49099.67846,"","","",0.03338777,"","","","","","",""
bittrex,2018/01/26,売り,USDT,XRP,381.93,"","","",300,"","","","","","",""
cryptopia,2018/01/26,買い,DBIX,BTC,1.64743899,"","","",0.002043,"","","","","","",""
cryptopia,2018/01/26,買い,DBIX,BTC,0.82619605,"","","",0.001024,"","","","","","",""
cryptopia,2018/01/26,買い,DBIX,BTC,1.73428936,"","","",0.00215,"","","","","","",""
cryptopia,2018/01/26,買い,DBIX,BTC,4,"","","",0.00496,"","","","","","",""
cryptopia,2018/01/26,買い,DBIX,BTC,1.73428936,"","","",0.00215,"","","","","","",""
cryptopia,2018/01/26,売り,BTC,DOGE,0.032404,"","","",49097.67846,"","","","","","",""
cryptopia,2018/01/26,買い,DBIX,BTC,16.087673,"","","",0.019947,"","","","","","",""
bittrex,2018/01/26,買い,BTC,USDT,0.03347089,"","","",380.0227807,"","","","","","",""
bittrex,2018/01/27,買い,DOGE,BTC,39318.82581,"","","",0.02555723,"","","","","","",""
bittrex,2018/01/27,売り,BTC,XRP,0.02568526,"","","",238.356193,"","","","","","",""
cryptopia,2018/01/28,売り,BTC,DOGE,0.025163,"","","",39316.82581,"","","","","","",""
cryptopia,2018/01/28,買い,RKC,BTC,255.7640103,"","","",0.025062,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,RKC,0.004363,"","","",81.86139918,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.000504,"","","",0.72,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.000858,"","","",1.22599491,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.018226,"","","",26,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.007711,"","","",10.99960057,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.001601,"","","",2.28161145,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.0028,"","","",4,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.00801,"","","",11.5784067,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.001,"","","",1.42857143,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.0014,"","","",2,"","","","","","",""
bittrex,2018/02/16,買い,SRN,BTC,530.5915811,"","","",0.05763816,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,RKC,0.005582,"","","",104.8924068,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,RKC,0.003673,"","","",69.01020428,"","","","","","",""
cryptopia,2018/02/16,売り,BTC,DBIX,0.003171,"","","",4.53038586,"","","","","","",""
bitFlyer,2018/02/20,売り,JPY,ETC,280,"","","",0.07,"","","","","","",""
bitFlyer,2018/02/20,買い,ETH,JPY,0.002,"","","",217,"","","","","","",""
bitFlyer,2018/02/20,買い,LSK,JPY,0.02,"","","",68,"","","","","","",""
bitFlyer,2018/02/20,買い,MONA,JPY,0.003,"","","",3,"","","","","","",""
bittrex,2018/02/28,売り,BTC,LSK,0.01870054,"","","",10.12,"","","","","","",""
bittrex,2018/02/28,買い,SRN,BTC,307.5623901,"","","",0.01860752,"","","","","","",""
bitFlyer,2018/02/28,買い,LSK,JPY,10.2,"","","",24919,"","","","","","",""
bitFlyer,2018/02/28,買い,MONA,JPY,0.125,"","","",81,"","","","","","",""
bitFlyer,2018/03/06,買い,BTC,JPY,0.02,"","","",24815,"","","","","","",""
bitFlyer,2018/03/06,買い,MONA,JPY,0.311,"","","",185,"","","","","","",""
bitFlyer,2018/03/08,買い,BTC,JPY,0.018,"","","",19770,"","","","","","",""
bitFlyer,2018/03/08,買い,MONA,JPY,0.457,"","","",230,"","","","","","",""
